Latitude (decimal degrees):	39.925
Longitude (decimal degrees):	32.837
Elevation (m):	904
Radiation database:	PVGIS-SARAH3


Slope: 0 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230101:0010,0.0,0.0,0.0,0.0,-0.28,0.97,0.0
20230101:0110,0.0,0.0,0.0,0.0,-0.7,0.97,0.0
20230101:0210,0.0,0.0,0.0,0.0,-0.88,1.03,0.0
20230101:0310,0.0,0.0,0.0,0.0,-1.14,1.1,0.0
20230101:0410,0.0,0.0,0.0,0.0,-1.28,1.17,0.0
20230101:0510,0.0,0.0,0.0,0.0,-1.47,1.17,0.0
20230101:0610,78.01,45.0,0.0,8.57,-1.37,1.1,0.0
20230101:0710,203.01,73.0,0.0,16.62,0.07,1.31,0.0
20230101:0810,307.01,88.0,0.0,22.72,3.0,1.45,0.0
20230101:0910,369.01,95.0,0.0,26.31,4.76,1.52,0.0
20230101:1010,395.01,88.0,0.0,26.93,5.95,1.66,0.0
20230101:1110,350.01,85.0,0.0,24.49,6.6,1.59,0.0
20230101:1210,247.01,80.0,0.0,19.32,6.76,1.45,0.0
20230101:1310,115.01,63.0,0.0,11.98,6.33,1.17,0.0
20230101:1410,18.0,9.87,0.0,3.03,5.06,1.45,0.0
20230101:1510,0.0,0.0,0.0,0.0,1.89,1.52,0.0
20230101:1610,0.0,0.0,0.0,0.0,1.17,1.38,0.0
20230101:1710,0.0,0.0,0.0,0.0,0.62,1.31,0.0
20230101:1810,0.0,0.0,0.0,0.0,-0.37,1.24,0.0
20230101:1910,0.0,0.0,0.0,0.0,-1.51,1.31,0.0
20230101:2010,0.0,0.0,0.0,0.0,-1.81,1.31,0.0
20230101:2110,0.0,0.0,0.0,0.0,-1.78,1.24,0.0
20230101:2210,0.0,0.0,0.0,0.0,-1.42,1.17,0.0
20230101:2310,0.0,0.0,0.0,0.0,-1.37,0.9,0.0
20230102:0010,0.0,0.0,0.0,0.0,-1.55,0.76,0.0
20230102:0110,0.0,0.0,0.0,0.0,-1.97,0.62,0.0
20230102:0210,0.0,0.0,0.0,0.0,-2.11,0.55,0.0
20230102:0310,0.0,0.0,0.0,0.0,-2.21,0.55,0.0
20230102:0410,0.0,0.0,0.0,0.0,-2.23,0.69,0.0
20230102:0510,0.0,0.0,0.0,0.0,-2.19,0.76,0.0
20230102:0610,86.01,42.0,0.0,8.57,-1.92,0.76,0.0
20230102:0710,215.01,69.0,0.0,16.64,-0.83,0.76,0.0
20230102:0810,314.01,87.0,0.0,22.77,2.43,1.03,0.0
20230102:0910,377.01,95.0,0.0,26.38,4.64,1.24,0.0
20230102:1010,393.01,93.0,0.0,27.02,6.08,1.24,0.0
20230102:1110,340.01,94.0,0.0,24.6,6.92,1.17,0.0
20230102:1210,247.01,83.0,0.0,19.44,7.17,0.97,0.0
20230102:1310,118.01,65.0,0.0,12.11,6.76,0.55,0.0
20230102:1410,20.0,10.41,0.0,3.17,5.73,0.41,0.0
20230102:1510,0.0,0.0,0.0,0.0,4.07,0.48,0.0
20230102:1610,0.0,0.0,0.0,0.0,2.63,0.62,0.0
20230102:1710,0.0,0.0,0.0,0.0,1.58,0.62,0.0
20230102:1810,0.0,0.0,0.0,0.0,0.78,0.55,0.0
20230102:1910,0.0,0.0,0.0,0.0,-0.67,0.48,0.0
20230102:2010,0.0,0.0,0.0,0.0,-1.23,0.48,0.0
20230102:2110,0.0,0.0,0.0,0.0,-1.65,0.41,0.0
20230102:2210,0.0,0.0,0.0,0.0,-1.99,0.41,0.0
20230102:2310,0.0,0.0,0.0,0.0,-2.18,0.34,0.0
20230103:0010,0.0,0.0,0.0,0.0,-2.32,0.28,0.0
20230103:0110,0.0,0.0,0.0,0.0,-2.37,0.28,0.0
20230103:0210,0.0,0.0,0.0,0.0,-2.41,0.28,0.0
20230103:0310,0.0,0.0,0.0,0.0,-2.38,0.28,0.0
20230103:0410,0.0,0.0,0.0,0.0,-2.33,0.28,0.0
20230103:0510,0.0,0.0,0.0,0.0,-2.21,0.28,0.0
20230103:0610,81.01,44.0,0.0,8.58,-1.96,0.28,0.0
20230103:0710,204.01,73.0,0.0,16.66,-1.08,0.21,0.0
20230103:0810,307.01,90.0,0.0,22.82,2.18,0.48,0.0
20230103:0910,370.01,98.0,0.0,26.45,4.22,0.76,0.0
20230103:1010,381.01,99.0,0.0,27.12,5.53,0.83,0.0
20230103:1110,348.01,90.0,0.0,24.72,6.28,0.9,0.0
20230103:1210,272.01,71.0,0.0,19.57,6.44,0.76,0.0
20230103:1310,143.01,53.0,0.0,12.24,5.99,0.48,0.0
20230103:1410,22.0,10.22,0.0,3.31,4.79,0.21,0.0
20230103:1510,0.0,0.0,0.0,0.0,3.57,0.21,0.0
20230103:1610,0.0,0.0,0.0,0.0,2.3,0.62,0.0
20230103:1710,0.0,0.0,0.0,0.0,1.11,0.76,0.0
20230103:1810,0.0,0.0,0.0,0.0,0.23,0.62,0.0
20230103:1910,0.0,0.0,0.0,0.0,-1.14,0.28,0.0
20230103:2010,0.0,0.0,0.0,0.0,-1.55,0.14,0.0
20230103:2110,0.0,0.0,0.0,0.0,-1.83,0.14,0.0
20230103:2210,0.0,0.0,0.0,0.0,-2.03,0.07,0.0
20230103:2310,0.0,0.0,0.0,0.0,-2.11,0.07,0.0
20230104:0010,0.0,0.0,0.0,0.0,-2.14,0.14,0.0
20230104:0110,0.0,0.0,0.0,0.0,-2.08,0.21,0.0
20230104:0210,0.0,0.0,0.0,0.0,-2.1,0.28,0.0
20230104:0310,0.0,0.0,0.0,0.0,-2.17,0.34,0.0
20230104:0410,0.0,0.0,0.0,0.0,-2.28,0.34,0.0
20230104:0510,0.0,0.0,0.0,0.0,-2.37,0.34,0.0
20230104:0610,72.01,47.0,0.0,8.59,-2.32,0.34,0.0
20230104:0710,198.01,74.0,0.0,16.7,-0.99,0.34,0.0
20230104:0810,300.01,91.0,0.0,22.88,1.7,0.76,0.0
20230104:0910,356.01,102.0,0.0,26.54,3.67,1.03,0.0
20230104:1010,378.01,98.0,0.0,27.23,5.14,1.17,0.0
20230104:1110,337.01,93.0,0.0,24.84,6.06,1.24,0.0
20230104:1210,259.01,76.0,0.0,19.71,6.33,1.38,0.0
20230104:1310,130.01,59.0,0.0,12.38,5.84,1.17,0.0
20230104:1410,21.0,12.05,0.0,3.45,4.35,1.31,0.0
20230104:1510,0.0,0.0,0.0,0.0,1.54,1.17,0.0
20230104:1610,0.0,0.0,0.0,0.0,1.31,0.83,0.0
20230104:1710,0.0,0.0,0.0,0.0,0.61,0.55,0.0
20230104:1810,0.0,0.0,0.0,0.0,0.25,0.41,0.0
20230104:1910,0.0,0.0,0.0,0.0,-0.02,0.48,0.0
20230104:2010,0.0,0.0,0.0,0.0,0.03,0.62,0.0
20230104:2110,0.0,0.0,0.0,0.0,0.07,0.76,0.0
20230104:2210,0.0,0.0,0.0,0.0,0.13,0.83,0.0
20230104:2310,0.0,0.0,0.0,0.0,0.06,0.62,0.0
20230105:0010,0.0,0.0,0.0,0.0,-0.16,0.62,0.0
20230105:0110,0.0,0.0,0.0,0.0,-0.02,0.69,0.0
20230105:0210,0.0,0.0,0.0,0.0,-0.17,0.76,0.0
20230105:0310,0.0,0.0,0.0,0.0,-0.27,0.69,0.0
20230105:0410,0.0,0.0,0.0,0.0,-0.38,0.69,0.0
20230105:0510,0.0,0.0,0.0,0.0,-0.35,0.69,0.0
20230105:0610,65.0,50.0,0.0,8.61,-0.41,0.55,0.0
20230105:0710,180.01,83.0,0.0,16.74,0.32,0.14,0.0
20230105:0810,295.01,92.0,0.0,22.94,3.28,0.34,0.0
20230105:0910,356.01,100.0,0.0,26.63,4.91,0.48,0.0
20230105:1010,362.01,104.0,0.0,27.34,5.99,0.83,0.0
20230105:1110,332.01,94.0,0.0,24.97,6.48,1.03,0.0
20230105:1210,234.01,88.0,0.0,19.85,6.6,1.03,0.0
20230105:1310,111.01,69.0,0.0,12.53,6.24,1.03,0.0
20230105:1410,21.0,12.97,0.0,3.59,5.15,1.1,0.0
20230105:1510,0.0,0.0,0.0,0.0,2.58,1.17,0.0
20230105:1610,0.0,0.0,0.0,0.0,2.3,1.03,0.0
20230105:1710,0.0,0.0,0.0,0.0,1.4,1.03,0.0
20230105:1810,0.0,0.0,0.0,0.0,0.71,1.03,0.0
20230105:1910,0.0,0.0,0.0,0.0,-1.4,1.31,0.0
20230105:2010,0.0,0.0,0.0,0.0,-1.61,1.24,0.0
20230105:2110,0.0,0.0,0.0,0.0,-2.37,1.45,0.0
20230105:2210,0.0,0.0,0.0,0.0,-2.32,1.38,0.0
20230105:2310,0.0,0.0,0.0,0.0,-1.68,1.17,0.0
20230106:0010,0.0,0.0,0.0,0.0,-1.31,1.1,0.0
20230106:0110,0.0,0.0,0.0,0.0,-1.34,0.97,0.0
20230106:0210,0.0,0.0,0.0,0.0,-1.38,0.97,0.0
20230106:0310,0.0,0.0,0.0,0.0,-1.74,1.1,0.0
20230106:0410,0.0,0.0,0.0,0.0,-2.65,1.31,0.0
20230106:0510,0.0,0.0,0.0,0.0,-2.97,1.38,0.0
20230106:0610,0.0,42.0,0.0,8.64,-2.61,1.38,0.0
20230106:0710,54.0,136.0,0.0,16.78,-0.27,1.24,0.0
20230106:0810,106.0,185.0,0.0,23.01,1.88,1.66,0.0
20230106:0910,3.0,172.0,0.0,26.73,3.04,2.07,0.0
20230106:1010,0.0,124.0,0.0,27.46,3.84,2.28,0.0
20230106:1110,0.0,114.0,0.0,25.11,3.78,2.28,0.0
20230106:1210,0.0,102.0,0.0,20.0,3.65,2.34,0.0
20230106:1310,12.0,92.0,0.0,12.68,2.71,2.0,0.0
20230106:1410,0.0,3.0,0.0,3.75,1.64,1.86,0.0
20230106:1510,0.0,0.0,0.0,0.0,0.53,1.72,0.0
20230106:1610,0.0,0.0,0.0,0.0,-0.89,1.59,0.0
20230106:1710,0.0,0.0,0.0,0.0,-2.15,1.45,0.0
20230106:1810,0.0,0.0,0.0,0.0,-2.28,1.31,0.0
20230106:1910,0.0,0.0,0.0,0.0,-2.83,1.24,0.0
20230106:2010,0.0,0.0,0.0,0.0,-2.86,1.31,0.0
20230106:2110,0.0,0.0,0.0,0.0,-2.66,1.24,0.0
20230106:2210,0.0,0.0,0.0,0.0,-2.89,1.31,0.0
20230106:2310,0.0,0.0,0.0,0.0,-2.97,1.38,0.0
20230107:0010,0.0,0.0,0.0,0.0,-2.86,1.24,0.0
20230107:0110,0.0,0.0,0.0,0.0,-2.7,1.24,0.0
20230107:0210,0.0,0.0,0.0,0.0,-2.49,1.17,0.0
20230107:0310,0.0,0.0,0.0,0.0,-2.0,1.03,0.0
20230107:0410,0.0,0.0,0.0,0.0,-1.86,1.03,0.0
20230107:0510,0.0,0.0,0.0,0.0,-1.75,0.9,0.0
20230107:0610,3.0,53.0,0.0,8.67,-1.39,0.83,0.0
20230107:0710,5.0,114.0,0.0,16.84,-0.27,1.1,0.0
20230107:0810,9.0,167.0,0.0,23.09,0.57,1.1,0.0
20230107:0910,26.0,215.0,0.0,26.83,1.9,1.17,0.0
20230107:1010,66.0,235.0,0.0,27.59,3.05,1.24,0.0
20230107:1110,124.0,203.0,0.0,25.26,3.87,1.45,0.0
20230107:1210,128.01,148.0,0.0,20.15,4.01,1.72,0.0
20230107:1310,86.0,86.0,0.0,12.84,3.74,1.86,0.0
20230107:1410,14.0,18.8,0.0,3.9,2.87,1.45,0.0
20230107:1510,0.0,0.0,0.0,0.0,0.97,1.31,0.0
20230107:1610,0.0,0.0,0.0,0.0,-0.11,1.1,0.0
20230107:1710,0.0,0.0,0.0,0.0,-0.1,0.83,0.0
20230107:1810,0.0,0.0,0.0,0.0,-0.52,0.62,0.0
20230107:1910,0.0,0.0,0.0,0.0,-0.58,0.62,0.0
20230107:2010,0.0,0.0,0.0,0.0,-0.83,0.83,0.0
20230107:2110,0.0,0.0,0.0,0.0,-1.04,0.9,0.0
20230107:2210,0.0,0.0,0.0,0.0,-1.12,0.9,0.0
20230107:2310,0.0,0.0,0.0,0.0,-1.33,0.76,0.0
20230108:0010,0.0,0.0,0.0,0.0,-1.33,0.55,0.0
20230108:0110,0.0,0.0,0.0,0.0,-1.57,0.34,0.0
20230108:0210,0.0,0.0,0.0,0.0,-1.68,0.28,0.0
20230108:0310,0.0,0.0,0.0,0.0,-1.78,0.14,0.0
20230108:0410,0.0,0.0,0.0,0.0,-1.86,0.14,0.0
20230108:0510,0.0,0.0,0.0,0.0,-2.05,0.07,0.0
20230108:0610,6.0,59.0,0.0,8.71,-2.1,0.14,0.0
20230108:0710,15.0,129.0,0.0,16.9,-1.2,0.21,0.0
20230108:0810,53.0,196.0,0.0,23.18,0.84,0.28,0.0
20230108:0910,158.01,210.0,0.0,26.95,2.36,0.28,0.0
20230108:1010,208.01,196.0,0.0,27.73,3.4,0.28,0.0
20230108:1110,199.01,175.0,0.0,25.41,3.92,0.41,0.0
20230108:1210,195.01,118.0,0.0,20.31,4.15,0.62,0.0
20230108:1310,120.01,71.0,0.0,13.0,4.06,0.9,0.0
20230108:1410,15.0,19.55,0.0,4.06,3.33,0.48,0.0
20230108:1510,0.0,0.0,0.0,0.0,1.78,0.76,0.0
20230108:1610,0.0,0.0,0.0,0.0,1.12,0.9,0.0
20230108:1710,0.0,0.0,0.0,0.0,0.36,0.76,0.0
20230108:1810,0.0,0.0,0.0,0.0,-0.15,0.41,0.0
20230108:1910,0.0,0.0,0.0,0.0,-2.03,0.41,0.0
20230108:2010,0.0,0.0,0.0,0.0,-2.34,0.21,0.0
20230108:2110,0.0,0.0,0.0,0.0,-2.57,0.21,0.0
20230108:2210,0.0,0.0,0.0,0.0,-2.72,0.28,0.0
20230108:2310,0.0,0.0,0.0,0.0,-2.87,0.28,0.0
20230109:0010,0.0,0.0,0.0,0.0,-2.96,0.34,0.0
20230109:0110,0.0,0.0,0.0,0.0,-3.22,0.34,0.0
20230109:0210,0.0,0.0,0.0,0.0,-3.25,0.41,0.0
20230109:0310,0.0,0.0,0.0,0.0,-3.23,0.48,0.0
20230109:0410,0.0,0.0,0.0,0.0,-3.22,0.48,0.0
20230109:0510,0.0,0.0,0.0,0.0,-3.24,0.62,0.0
20230109:0610,13.0,63.0,0.0,8.75,-3.1,0.62,0.0
20230109:0710,15.0,131.0,0.0,16.97,-4.07,0.48,0.0
20230109:0810,27.0,189.0,0.0,23.27,-1.66,0.55,0.0
20230109:0910,21.0,214.0,0.0,27.07,0.81,0.76,0.0
20230109:1010,9.0,198.0,0.0,27.87,2.34,1.17,0.0
20230109:1110,10.0,188.0,0.0,25.57,3.14,1.38,0.0
20230109:1210,6.0,140.0,0.0,20.48,3.43,1.38,0.0
20230109:1310,6.0,90.0,0.0,13.17,3.27,1.24,0.0
20230109:1410,2.0,21.58,0.0,4.23,2.58,0.97,0.0
20230109:1510,0.0,0.0,0.0,0.0,1.01,0.83,0.0
20230109:1610,0.0,0.0,0.0,0.0,0.29,0.76,0.0
20230109:1710,0.0,0.0,0.0,0.0,-0.55,0.69,0.0
20230109:1810,0.0,0.0,0.0,0.0,-1.18,0.62,0.0
20230109:1910,0.0,0.0,0.0,0.0,-2.83,0.62,0.0
20230109:2010,0.0,0.0,0.0,0.0,-2.99,0.48,0.0
20230109:2110,0.0,0.0,0.0,0.0,-3.12,0.41,0.0
20230109:2210,0.0,0.0,0.0,0.0,-3.24,0.41,0.0
20230109:2310,0.0,0.0,0.0,0.0,-3.38,0.55,0.0
20230110:0010,0.0,0.0,0.0,0.0,-3.51,0.62,0.0
20230110:0110,0.0,0.0,0.0,0.0,-3.68,0.76,0.0
20230110:0210,0.0,0.0,0.0,0.0,-3.83,0.83,0.0
20230110:0310,0.0,0.0,0.0,0.0,-3.93,0.83,0.0
20230110:0410,0.0,0.0,0.0,0.0,-3.97,0.83,0.0
20230110:0510,0.0,0.0,0.0,0.0,-4.37,0.97,0.0
20230110:0610,5.0,57.0,0.0,8.8,-4.15,0.9,0.0
20230110:0710,10.0,126.0,0.0,17.04,-1.59,1.1,0.0
20230110:0810,21.0,185.0,0.0,23.37,0.43,1.31,0.0
20230110:0910,56.0,232.0,0.0,27.19,2.34,1.52,0.0
20230110:1010,375.01,110.0,0.0,28.02,3.95,1.66,0.0
20230110:1110,354.01,94.0,0.0,25.73,4.99,1.93,0.0
20230110:1210,266.01,84.0,0.0,20.65,5.49,2.14,0.0
20230110:1310,144.01,63.0,0.0,13.34,5.34,1.93,0.0
20230110:1410,31.0,14.27,0.0,4.4,4.24,1.52,0.0
20230110:1510,0.0,0.0,0.0,0.0,1.44,1.72,0.0
20230110:1610,0.0,0.0,0.0,0.0,-1.31,1.79,0.0
20230110:1710,0.0,0.0,0.0,0.0,-2.31,1.66,0.0
20230110:1810,0.0,0.0,0.0,0.0,-2.63,1.52,0.0
20230110:1910,0.0,0.0,0.0,0.0,-3.93,1.79,0.0
20230110:2010,0.0,0.0,0.0,0.0,-4.02,1.79,0.0
20230110:2110,0.0,0.0,0.0,0.0,-3.91,1.66,0.0
20230110:2210,0.0,0.0,0.0,0.0,-3.87,1.59,0.0
20230110:2310,0.0,0.0,0.0,0.0,-3.85,1.66,0.0
20230111:0010,0.0,0.0,0.0,0.0,-3.77,1.79,0.0
20230111:0110,0.0,0.0,0.0,0.0,-3.32,1.66,0.0
20230111:0210,0.0,0.0,0.0,0.0,-3.09,1.59,0.0
20230111:0310,0.0,0.0,0.0,0.0,-2.35,1.59,0.0
20230111:0410,0.0,0.0,0.0,0.0,-1.87,1.72,0.0
20230111:0510,0.0,0.0,0.0,0.0,-2.15,1.72,0.0
20230111:0610,2.0,50.0,0.0,8.86,-1.53,1.66,0.0
20230111:0710,34.0,137.0,0.0,17.12,1.35,1.72,0.0
20230111:0810,1.0,131.0,0.0,23.48,4.46,2.07,0.0
20230111:0910,7.0,186.0,0.0,27.33,6.77,2.55,0.0
20230111:1010,110.0,231.0,0.0,28.18,8.1,3.45,0.0
20230111:1110,2.0,155.0,0.0,25.9,8.88,3.93,0.0
20230111:1210,25.0,164.0,0.0,20.82,9.31,4.14,0.0
20230111:1310,4.0,85.0,0.0,13.51,9.09,3.72,0.0
20230111:1410,4.0,26.04,0.0,4.57,7.78,2.9,0.0
20230111:1510,0.0,0.0,0.0,0.0,5.6,2.41,0.0
20230111:1610,0.0,0.0,0.0,0.0,3.83,2.34,0.0
20230111:1710,0.0,0.0,0.0,0.0,2.51,2.21,0.0
20230111:1810,0.0,0.0,0.0,0.0,1.53,1.93,0.0
20230111:1910,0.0,0.0,0.0,0.0,0.97,2.07,0.0
20230111:2010,0.0,0.0,0.0,0.0,0.78,1.93,0.0
20230111:2110,0.0,0.0,0.0,0.0,0.32,1.72,0.0
20230111:2210,0.0,0.0,0.0,0.0,-0.57,1.66,0.0
20230111:2310,0.0,0.0,0.0,0.0,-0.47,1.59,0.0
20230112:0010,0.0,0.0,0.0,0.0,-0.97,1.66,0.0
20230112:0110,0.0,0.0,0.0,0.0,-0.8,1.59,0.0
20230112:0210,0.0,0.0,0.0,0.0,-0.66,1.45,0.0
20230112:0310,0.0,0.0,0.0,0.0,-0.44,1.38,0.0
20230112:0410,0.0,0.0,0.0,0.0,-0.43,1.45,0.0
20230112:0510,0.0,0.0,0.0,0.0,-0.6,1.52,0.0
20230112:0610,0.0,36.0,0.0,8.92,-0.29,1.52,0.0
20230112:0710,31.0,139.0,0.0,17.21,1.98,1.52,0.0
20230112:0810,18.0,182.0,0.0,23.6,4.43,1.52,0.0
20230112:0910,18.0,209.0,0.0,27.47,6.54,1.24,0.0
20230112:1010,91.0,238.0,0.0,28.34,8.25,1.1,0.0
20230112:1110,123.0,210.0,0.0,26.08,9.32,0.97,0.0
20230112:1210,98.0,166.0,0.0,21.01,9.84,0.83,0.0
20230112:1310,66.0,101.0,0.0,13.7,9.7,0.83,0.0
20230112:1410,9.0,26.77,0.0,4.75,8.99,0.76,0.0
20230112:1510,0.0,0.0,0.0,0.0,7.05,1.03,0.0
20230112:1610,0.0,0.0,0.0,0.0,5.76,1.17,0.0
20230112:1710,0.0,0.0,0.0,0.0,5.09,1.17,0.0
20230112:1810,0.0,0.0,0.0,0.0,4.56,1.1,0.0
20230112:1910,0.0,0.0,0.0,0.0,2.31,1.03,0.0
20230112:2010,0.0,0.0,0.0,0.0,1.74,0.9,0.0
20230112:2110,0.0,0.0,0.0,0.0,1.31,0.97,0.0
20230112:2210,0.0,0.0,0.0,0.0,0.94,0.9,0.0
20230112:2310,0.0,0.0,0.0,0.0,0.65,0.69,0.0
20230113:0010,0.0,0.0,0.0,0.0,0.35,0.55,0.0
20230113:0110,0.0,0.0,0.0,0.0,0.05,0.48,0.0
20230113:0210,0.0,0.0,0.0,0.0,-0.23,0.62,0.0
20230113:0310,0.0,0.0,0.0,0.0,-0.45,0.69,0.0
20230113:0410,0.0,0.0,0.0,0.0,-0.6,0.83,0.0
20230113:0510,0.0,0.0,0.0,0.0,-0.76,0.9,0.0
20230113:0610,86.01,44.0,0.0,9.0,-0.62,0.83,0.0
20230113:0710,164.01,100.0,0.0,17.3,1.26,0.83,0.0
20230113:0810,244.01,133.0,0.0,23.72,4.64,1.1,0.0
20230113:0910,308.01,142.0,0.0,27.62,6.25,1.1,0.0
20230113:1010,332.01,139.0,0.0,28.51,7.17,1.1,0.0
20230113:1110,341.01,106.0,0.0,26.27,7.67,1.1,0.0
20230113:1210,234.01,107.0,0.0,21.2,7.77,1.24,0.0
20230113:1310,142.01,69.0,0.0,13.88,7.56,1.24,0.0
20230113:1410,35.0,17.07,0.0,4.93,6.78,1.03,0.0
20230113:1510,0.0,0.0,0.0,0.0,4.4,1.1,0.0
20230113:1610,0.0,0.0,0.0,0.0,2.8,1.24,0.0
20230113:1710,0.0,0.0,0.0,0.0,1.68,1.31,0.0
20230113:1810,0.0,0.0,0.0,0.0,0.74,1.31,0.0
20230113:1910,0.0,0.0,0.0,0.0,0.84,1.1,0.0
20230113:2010,0.0,0.0,0.0,0.0,0.33,1.1,0.0
20230113:2110,0.0,0.0,0.0,0.0,-0.12,1.1,0.0
20230113:2210,0.0,0.0,0.0,0.0,-0.18,1.03,0.0
20230113:2310,0.0,0.0,0.0,0.0,-0.45,0.9,0.0
20230114:0010,0.0,0.0,0.0,0.0,-0.63,0.9,0.0
20230114:0110,0.0,0.0,0.0,0.0,-0.73,0.83,0.0
20230114:0210,0.0,0.0,0.0,0.0,-0.88,0.9,0.0
20230114:0310,0.0,0.0,0.0,0.0,-1.04,0.97,0.0
20230114:0410,0.0,0.0,0.0,0.0,-1.18,0.97,0.0
20230114:0510,0.0,0.0,0.0,0.0,-1.33,0.9,0.0
20230114:0610,81.01,47.0,0.0,9.07,-1.19,0.76,0.0
20230114:0710,215.01,74.0,0.0,17.4,0.24,0.48,0.0
20230114:0810,321.01,91.0,0.0,23.85,2.78,0.69,0.0
20230114:0910,384.01,101.0,0.0,27.77,4.46,0.69,0.0
20230114:1010,404.01,100.0,0.0,28.69,5.46,0.41,0.0
20230114:1110,380.01,88.0,0.0,26.46,6.01,0.34,0.0
20230114:1210,301.01,73.0,0.0,21.39,6.16,0.28,0.0
20230114:1310,168.01,59.0,0.0,14.07,6.01,0.34,0.0
20230114:1410,38.0,17.45,0.0,5.11,5.34,0.28,0.0
20230114:1510,0.0,0.0,0.0,0.0,4.11,0.55,0.0
20230114:1610,0.0,0.0,0.0,0.0,2.83,0.76,0.0
20230114:1710,0.0,0.0,0.0,0.0,1.8,0.83,0.0
20230114:1810,0.0,0.0,0.0,0.0,1.04,0.76,0.0
20230114:1910,0.0,0.0,0.0,0.0,1.02,0.34,0.0
20230114:2010,0.0,0.0,0.0,0.0,0.45,0.34,0.0
20230114:2110,0.0,0.0,0.0,0.0,0.06,0.34,0.0
20230114:2210,0.0,0.0,0.0,0.0,-0.17,0.34,0.0
20230114:2310,0.0,0.0,0.0,0.0,-0.42,0.41,0.0
20230115:0010,0.0,0.0,0.0,0.0,-0.6,0.41,0.0
20230115:0110,0.0,0.0,0.0,0.0,-0.79,0.41,0.0
20230115:0210,0.0,0.0,0.0,0.0,-0.89,0.41,0.0
20230115:0310,0.0,0.0,0.0,0.0,-1.03,0.48,0.0
20230115:0410,0.0,0.0,0.0,0.0,-1.1,0.48,0.0
20230115:0510,0.0,0.0,0.0,0.0,-1.16,0.48,0.0
20230115:0610,94.01,42.0,0.0,9.15,-1.04,0.48,0.0
20230115:0710,195.01,85.0,0.0,17.51,0.15,0.55,0.0
20230115:0810,254.01,130.0,0.0,23.98,3.11,0.83,0.0
20230115:0910,378.01,105.0,0.0,27.94,4.84,0.83,0.0
20230115:1010,411.01,97.0,0.0,28.87,5.97,0.83,0.0
20230115:1110,387.01,86.0,0.0,26.65,6.62,0.83,0.0
20230115:1210,283.01,84.0,0.0,21.59,6.79,0.97,0.0
20230115:1310,116.01,88.0,0.0,14.27,6.51,1.03,0.0
20230115:1410,2.0,28.56,0.0,5.3,5.63,0.83,0.0
20230115:1510,0.0,0.0,0.0,0.0,3.59,0.97,0.0
20230115:1610,0.0,0.0,0.0,0.0,2.41,1.17,0.0
20230115:1710,0.0,0.0,0.0,0.0,1.33,1.17,0.0
20230115:1810,0.0,0.0,0.0,0.0,0.55,1.1,0.0
20230115:1910,0.0,0.0,0.0,0.0,0.52,1.03,0.0
20230115:2010,0.0,0.0,0.0,0.0,-0.02,1.03,0.0
20230115:2110,0.0,0.0,0.0,0.0,-0.39,0.9,0.0
20230115:2210,0.0,0.0,0.0,0.0,-0.69,0.83,0.0
20230115:2310,0.0,0.0,0.0,0.0,-0.98,0.83,0.0
20230116:0010,0.0,0.0,0.0,0.0,-1.16,0.9,0.0
20230116:0110,0.0,0.0,0.0,0.0,-1.22,0.9,0.0
20230116:0210,0.0,0.0,0.0,0.0,-1.3,0.83,0.0
20230116:0310,0.0,0.0,0.0,0.0,-1.38,0.76,0.0
20230116:0410,0.0,0.0,0.0,0.0,-1.5,0.76,0.0
20230116:0510,0.0,0.0,0.0,0.0,-1.57,0.76,0.0
20230116:0610,87.01,46.0,0.0,9.24,-1.35,0.62,0.0
20230116:0710,219.01,73.0,0.0,17.63,0.73,0.69,0.0
20230116:0810,326.01,90.0,0.0,24.12,3.72,0.83,0.0
20230116:0910,302.01,151.0,0.0,28.11,5.68,0.9,0.0
20230116:1010,423.01,92.0,0.0,29.06,6.94,0.9,0.0
20230116:1110,388.01,86.0,0.0,26.85,7.65,1.03,0.0
20230116:1210,285.01,84.0,0.0,21.79,7.9,1.17,0.0
20230116:1310,160.01,66.0,0.0,14.46,7.71,0.97,0.0
20230116:1410,37.0,20.33,0.0,5.49,6.87,0.41,0.0
20230116:1510,0.0,0.0,0.0,0.0,5.52,0.55,0.0
20230116:1610,0.0,0.0,0.0,0.0,3.95,0.9,0.0
20230116:1710,0.0,0.0,0.0,0.0,2.66,1.03,0.0
20230116:1810,0.0,0.0,0.0,0.0,1.67,0.9,0.0
20230116:1910,0.0,0.0,0.0,0.0,1.25,0.97,0.0
20230116:2010,0.0,0.0,0.0,0.0,0.71,0.97,0.0
20230116:2110,0.0,0.0,0.0,0.0,0.34,0.97,0.0
20230116:2210,0.0,0.0,0.0,0.0,0.17,0.97,0.0
20230116:2310,0.0,0.0,0.0,0.0,0.12,1.03,0.0
20230117:0010,0.0,0.0,0.0,0.0,-0.06,1.24,0.0
20230117:0110,0.0,0.0,0.0,0.0,-0.37,1.38,0.0
20230117:0210,0.0,0.0,0.0,0.0,-0.53,1.45,0.0
20230117:0310,0.0,0.0,0.0,0.0,-0.59,1.52,0.0
20230117:0410,0.0,0.0,0.0,0.0,-1.01,1.72,0.0
20230117:0510,0.0,0.0,0.0,0.0,-1.53,2.0,0.0
