Latitude (decimal degrees):	36.897
Longitude (decimal degrees):	30.713
Elevation (m):	55
Radiation database:	PVGIS-SARAH3


Slope: 0 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20050101:0009,0.0,0.0,0.0,0.0,13.51,1.17,0.0
20050101:0109,0.0,0.0,0.0,0.0,13.22,1.38,0.0
20050101:0209,0.0,0.0,0.0,0.0,12.91,1.72,0.0
20050101:0309,0.0,0.0,0.0,0.0,12.72,2.07,0.0
20050101:0409,0.0,0.0,0.0,0.0,12.51,2.48,0.0
20050101:0509,0.0,0.0,0.0,0.0,12.68,2.55,0.0
20050101:0609,0.0,12.0,0.0,9.15,12.75,2.62,0.0
20050101:0709,128.01,88.0,0.0,17.85,13.37,2.41,0.0
20050101:0809,216.01,127.0,0.0,24.66,14.9,1.72,0.0
20050101:0909,121.0,221.0,0.0,28.91,15.21,1.03,0.0
20050101:1009,316.01,154.0,0.0,30.05,16.25,1.17,0.0
20050101:1109,307.01,146.0,0.0,27.91,16.29,1.79,0.0
20050101:1209,269.01,119.0,0.0,22.79,16.17,2.28,0.0
20050101:1309,145.01,109.0,0.0,15.32,16.01,2.34,0.0
20050101:1409,0.0,24.0,0.0,6.15,15.54,2.07,0.0
20050101:1509,0.0,0.0,0.0,0.0,15.56,1.24,0.0
20050101:1609,0.0,0.0,0.0,0.0,15.18,0.62,0.0
20050101:1709,0.0,0.0,0.0,0.0,14.48,0.41,0.0
20050101:1809,0.0,0.0,0.0,0.0,14.17,0.34,0.0
20050101:1909,0.0,0.0,0.0,0.0,13.91,0.62,0.0
20050101:2009,0.0,0.0,0.0,0.0,13.35,1.17,0.0
20050101:2109,0.0,0.0,0.0,0.0,13.35,1.72,0.0
20050101:2209,0.0,0.0,0.0,0.0,12.98,2.34,0.0
20050101:2309,0.0,0.0,0.0,0.0,13.15,3.45,0.0
20050102:0009,0.0,0.0,0.0,0.0,12.95,3.52,0.0
20050102:0109,0.0,0.0,0.0,0.0,12.87,3.93,0.0
20050102:0209,0.0,0.0,0.0,0.0,12.53,4.0,0.0
20050102:0309,0.0,0.0,0.0,0.0,12.1,3.93,0.0
20050102:0409,0.0,0.0,0.0,0.0,11.94,3.66,0.0
20050102:0509,0.0,0.0,0.0,0.0,11.77,3.17,0.0
20050102:0609,0.0,12.0,0.0,9.14,11.82,2.62,0.0
20050102:0709,38.0,119.0,0.0,17.86,12.1,2.34,0.0
20050102:0809,94.0,181.0,0.0,24.7,13.01,2.76,0.0
20050102:0909,298.01,142.0,0.0,28.98,13.61,3.1,0.0
20050102:1009,245.01,195.0,0.0,30.14,14.49,3.52,0.0
20050102:1109,234.01,189.0,0.0,28.02,15.12,3.66,0.0
20050102:1209,159.01,179.0,0.0,22.91,15.51,3.66,0.0
20050102:1309,0.0,56.0,0.0,15.45,15.6,3.17,0.0
20050102:1409,76.01,49.0,0.0,6.29,15.11,3.03,0.0
20050102:1509,0.0,0.0,0.0,0.0,14.62,3.93,0.0
20050102:1609,0.0,0.0,0.0,0.0,14.2,5.03,0.0
20050102:1709,0.0,0.0,0.0,0.0,13.47,5.79,0.0
20050102:1809,0.0,0.0,0.0,0.0,13.06,5.86,0.0
20050102:1909,0.0,0.0,0.0,0.0,12.78,5.66,0.0
20050102:2009,0.0,0.0,0.0,0.0,12.44,5.45,0.0
20050102:2109,0.0,0.0,0.0,0.0,12.23,5.24,0.0
20050102:2209,0.0,0.0,0.0,0.0,12.01,5.38,0.0
20050102:2309,0.0,0.0,0.0,0.0,11.76,5.24,0.0
20050103:0009,0.0,0.0,0.0,0.0,11.48,4.97,0.0
20050103:0109,0.0,0.0,0.0,0.0,11.22,4.55,0.0
20050103:0209,0.0,0.0,0.0,0.0,10.9,4.48,0.0
20050103:0309,0.0,0.0,0.0,0.0,10.63,4.69,0.0
20050103:0409,0.0,0.0,0.0,0.0,10.46,4.9,0.0
20050103:0509,0.0,0.0,0.0,0.0,10.22,4.9,0.0
20050103:0609,35.0,35.0,0.0,9.14,10.22,4.9,0.0
20050103:0709,148.01,81.0,0.0,17.88,10.66,5.03,0.0
20050103:0809,257.01,109.0,0.0,24.74,12.13,5.17,0.0
20050103:0909,354.01,114.0,0.0,29.05,12.85,5.24,0.0
20050103:1009,397.01,114.0,0.0,30.24,13.62,4.76,0.0
20050103:1109,351.01,129.0,0.0,28.13,13.92,3.59,0.0
20050103:1209,299.01,110.0,0.0,23.04,14.18,2.55,0.0
20050103:1309,171.01,102.0,0.0,15.59,14.3,1.66,0.0
20050103:1409,70.01,54.0,0.0,6.43,13.7,0.97,0.0
20050103:1509,0.0,0.0,0.0,0.0,12.92,0.55,0.0
20050103:1609,0.0,0.0,0.0,0.0,12.66,1.1,0.0
20050103:1709,0.0,0.0,0.0,0.0,12.02,1.66,0.0
20050103:1809,0.0,0.0,0.0,0.0,11.8,2.07,0.0
20050103:1909,0.0,0.0,0.0,0.0,11.65,2.34,0.0
20050103:2009,0.0,0.0,0.0,0.0,11.22,2.55,0.0
20050103:2109,0.0,0.0,0.0,0.0,10.87,2.55,0.0
20050103:2209,0.0,0.0,0.0,0.0,10.39,2.28,0.0
20050103:2309,0.0,0.0,0.0,0.0,10.17,2.21,0.0
20050104:0009,0.0,0.0,0.0,0.0,9.84,2.41,0.0
20050104:0109,0.0,0.0,0.0,0.0,9.68,2.69,0.0
20050104:0209,0.0,0.0,0.0,0.0,9.45,2.83,0.0
20050104:0309,0.0,0.0,0.0,0.0,9.26,2.97,0.0
20050104:0409,0.0,0.0,0.0,0.0,9.2,3.03,0.0
20050104:0509,0.0,0.0,0.0,0.0,9.05,2.97,0.0
20050104:0609,1.0,32.0,0.0,9.14,9.19,2.76,0.0
20050104:0709,15.0,114.0,0.0,17.91,9.66,2.34,0.0
20050104:0809,32.0,182.0,0.0,24.79,10.88,1.93,0.0
20050104:0909,351.01,114.0,0.0,29.13,11.2,1.79,0.0
20050104:1009,379.01,124.0,0.0,30.34,11.99,2.21,0.0
20050104:1109,336.01,137.0,0.0,28.26,11.92,2.41,0.0
20050104:1209,83.0,205.0,0.0,23.18,11.91,2.28,0.0
20050104:1309,0.0,82.0,0.0,15.73,11.76,2.07,0.0
20050104:1409,1.0,47.0,0.0,6.57,11.25,1.79,0.0
20050104:1509,0.0,0.0,0.0,0.0,11.2,1.59,0.0
20050104:1609,0.0,0.0,0.0,0.0,11.17,1.45,0.0
20050104:1709,0.0,0.0,0.0,0.0,10.64,1.72,0.0
20050104:1809,0.0,0.0,0.0,0.0,10.21,2.07,0.0
20050104:1909,0.0,0.0,0.0,0.0,10.21,2.76,0.0
20050104:2009,0.0,0.0,0.0,0.0,10.04,3.52,0.0
20050104:2109,0.0,0.0,0.0,0.0,10.42,4.62,0.0
20050104:2209,0.0,0.0,0.0,0.0,10.53,5.52,0.0
20050104:2309,0.0,0.0,0.0,0.0,10.32,6.14,0.0
20050105:0009,0.0,0.0,0.0,0.0,10.2,7.03,0.0
20050105:0109,0.0,0.0,0.0,0.0,10.05,7.45,0.0
20050105:0209,0.0,0.0,0.0,0.0,9.76,7.79,0.0
20050105:0309,0.0,0.0,0.0,0.0,9.67,8.14,0.0
20050105:0409,0.0,0.0,0.0,0.0,9.6,8.76,0.0
20050105:0509,0.0,0.0,0.0,0.0,9.31,9.1,0.0
20050105:0609,45.0,32.0,0.0,9.15,9.16,9.17,0.0
20050105:0709,176.01,68.0,0.0,17.94,9.47,9.03,0.0
20050105:0809,308.01,84.0,0.0,24.85,10.58,9.31,0.0
20050105:0909,396.01,95.0,0.0,29.21,11.13,9.24,0.0
20050105:1009,436.01,97.0,0.0,30.46,12.15,8.76,0.0
20050105:1109,412.01,99.0,0.0,28.39,12.55,8.34,0.0
20050105:1209,358.01,83.0,0.0,23.32,12.86,8.48,0.0
20050105:1309,215.01,82.0,0.0,15.88,13.05,9.1,0.0
20050105:1409,91.01,48.0,0.0,6.71,12.7,8.69,0.0
20050105:1509,0.0,0.0,0.0,0.0,12.37,7.93,0.0
20050105:1609,0.0,0.0,0.0,0.0,11.97,7.86,0.0
20050105:1709,0.0,0.0,0.0,0.0,11.42,7.86,0.0
20050105:1809,0.0,0.0,0.0,0.0,11.15,7.93,0.0
20050105:1909,0.0,0.0,0.0,0.0,10.98,7.79,0.0
20050105:2009,0.0,0.0,0.0,0.0,10.72,7.38,0.0
20050105:2109,0.0,0.0,0.0,0.0,10.64,6.9,0.0
20050105:2209,0.0,0.0,0.0,0.0,10.69,7.45,0.0
20050105:2309,0.0,0.0,0.0,0.0,10.65,7.24,0.0
20050106:0009,0.0,0.0,0.0,0.0,10.58,6.9,0.0
20050106:0109,0.0,0.0,0.0,0.0,10.51,6.28,0.0
20050106:0209,0.0,0.0,0.0,0.0,10.34,6.07,0.0
20050106:0309,0.0,0.0,0.0,0.0,10.2,6.0,0.0
20050106:0409,0.0,0.0,0.0,0.0,10.06,5.86,0.0
20050106:0509,0.0,0.0,0.0,0.0,9.8,5.79,0.0
20050106:0609,36.0,35.0,0.0,9.17,9.72,5.72,0.0
20050106:0709,174.01,69.0,0.0,17.98,10.28,5.66,0.0
20050106:0809,306.01,85.0,0.0,24.91,11.93,5.72,0.0
20050106:0909,394.01,95.0,0.0,29.3,12.66,6.21,0.0
20050106:1009,434.01,99.0,0.0,30.58,13.69,6.07,0.0
20050106:1109,400.01,105.0,0.0,28.53,14.24,5.66,0.0
20050106:1209,344.01,90.0,0.0,23.47,14.62,5.17,0.0
20050106:1309,215.01,83.0,0.0,16.03,14.8,4.55,0.0
20050106:1409,94.01,48.0,0.0,6.87,14.22,3.86,0.0
20050106:1509,0.0,0.0,0.0,0.0,13.35,3.38,0.0
20050106:1609,0.0,0.0,0.0,0.0,13.01,2.97,0.0
20050106:1709,0.0,0.0,0.0,0.0,12.05,2.48,0.0
20050106:1809,0.0,0.0,0.0,0.0,11.83,2.21,0.0
20050106:1909,0.0,0.0,0.0,0.0,11.61,2.0,0.0
20050106:2009,0.0,0.0,0.0,0.0,10.92,1.79,0.0
20050106:2109,0.0,0.0,0.0,0.0,10.61,1.72,0.0
20050106:2209,0.0,0.0,0.0,0.0,10.36,1.79,0.0
20050106:2309,0.0,0.0,0.0,0.0,10.06,2.14,0.0
20050107:0009,0.0,0.0,0.0,0.0,9.88,2.21,0.0
20050107:0109,0.0,0.0,0.0,0.0,9.66,2.07,0.0
20050107:0209,0.0,0.0,0.0,0.0,9.34,1.93,0.0
20050107:0309,0.0,0.0,0.0,0.0,9.13,1.93,0.0
20050107:0409,0.0,0.0,0.0,0.0,8.89,1.86,0.0
20050107:0509,0.0,0.0,0.0,0.0,8.67,1.79,0.0
20050107:0609,43.0,32.0,0.0,9.19,8.84,1.79,0.0
20050107:0709,163.01,73.0,0.0,18.02,9.26,1.52,0.0
20050107:0809,287.01,93.0,0.0,24.98,11.22,1.17,0.0
20050107:0909,391.01,96.0,0.0,29.4,11.6,1.24,0.0
20050107:1009,431.01,99.0,0.0,30.7,12.32,1.86,0.0
20050107:1109,409.01,100.0,0.0,28.67,12.45,1.59,0.0
20050107:1209,263.01,136.0,0.0,23.62,12.54,1.72,0.0
20050107:1309,214.01,84.0,0.0,16.19,12.54,1.79,0.0
20050107:1409,84.01,54.0,0.0,7.02,11.92,1.66,0.0
20050107:1509,0.0,0.0,0.0,0.0,12.2,1.31,0.0
20050107:1609,0.0,0.0,0.0,0.0,11.68,1.24,0.0
20050107:1709,0.0,0.0,0.0,0.0,10.5,1.72,0.0
20050107:1809,0.0,0.0,0.0,0.0,10.42,2.21,0.0
20050107:1909,0.0,0.0,0.0,0.0,10.4,2.69,0.0
20050107:2009,0.0,0.0,0.0,0.0,10.33,3.1,0.0
20050107:2109,0.0,0.0,0.0,0.0,10.38,3.31,0.0
20050107:2209,0.0,0.0,0.0,0.0,10.59,4.07,0.0
20050107:2309,0.0,0.0,0.0,0.0,10.68,4.21,0.0
20050108:0009,0.0,0.0,0.0,0.0,10.73,3.79,0.0
20050108:0109,0.0,0.0,0.0,0.0,10.63,3.79,0.0
20050108:0209,0.0,0.0,0.0,0.0,10.66,4.07,0.0
20050108:0309,0.0,0.0,0.0,0.0,10.57,4.28,0.0
20050108:0409,0.0,0.0,0.0,0.0,10.41,4.48,0.0
20050108:0509,0.0,0.0,0.0,0.0,10.15,4.69,0.0
20050108:0609,3.0,36.0,0.0,9.22,10.01,5.24,0.0
20050108:0709,150.01,81.0,0.0,18.07,10.52,5.38,0.0
20050108:0809,294.01,91.0,0.0,25.06,12.18,5.24,0.0
20050108:0909,327.01,134.0,0.0,29.51,12.93,5.1,0.0
20050108:1009,423.01,105.0,0.0,30.83,14.04,4.62,0.0
20050108:1109,418.01,98.0,0.0,28.82,14.45,4.48,0.0
20050108:1209,337.01,96.0,0.0,23.78,14.78,3.86,0.0
20050108:1309,221.01,82.0,0.0,16.35,15.12,3.1,0.0
20050108:1409,88.01,54.0,0.0,7.18,14.55,2.48,0.0
20050108:1509,0.0,0.0,0.0,0.0,14.0,3.03,0.0
20050108:1609,0.0,0.0,0.0,0.0,13.65,3.59,0.0
20050108:1709,0.0,0.0,0.0,0.0,12.97,3.93,0.0
20050108:1809,0.0,0.0,0.0,0.0,12.69,4.21,0.0
20050108:1909,0.0,0.0,0.0,0.0,12.21,4.34,0.0
20050108:2009,0.0,0.0,0.0,0.0,11.65,4.55,0.0
20050108:2109,0.0,0.0,0.0,0.0,11.4,4.48,0.0
20050108:2209,0.0,0.0,0.0,0.0,11.0,4.41,0.0
20050108:2309,0.0,0.0,0.0,0.0,10.68,4.34,0.0
20050109:0009,0.0,0.0,0.0,0.0,10.43,4.28,0.0
20050109:0109,0.0,0.0,0.0,0.0,10.26,4.14,0.0
20050109:0209,0.0,0.0,0.0,0.0,9.74,4.21,0.0
20050109:0309,0.0,0.0,0.0,0.0,9.49,4.14,0.0
20050109:0409,0.0,0.0,0.0,0.0,9.51,4.14,0.0
20050109:0509,0.0,0.0,0.0,0.0,9.32,4.0,0.0
20050109:0609,47.0,31.0,0.0,9.25,9.41,3.72,0.0
20050109:0709,181.01,67.0,0.0,18.13,9.94,3.38,0.0
20050109:0809,301.01,90.0,0.0,25.15,11.99,2.9,0.0
20050109:0909,387.01,103.0,0.0,29.63,12.6,2.34,0.0
20050109:1009,384.01,133.0,0.0,30.97,13.99,2.0,0.0
20050109:1109,411.01,106.0,0.0,28.98,14.21,1.45,0.0
20050109:1209,360.01,89.0,0.0,23.95,14.21,1.17,0.0
20050109:1309,137.01,130.0,0.0,16.52,14.06,1.66,0.0
20050109:1409,80.01,61.0,0.0,7.35,13.43,2.07,0.0
20050109:1509,0.0,0.0,0.0,0.0,12.5,2.55,0.0
20050109:1609,0.0,0.0,0.0,0.0,13.42,1.93,0.0
20050109:1709,0.0,0.0,0.0,0.0,13.03,1.03,0.0
20050109:1809,0.0,0.0,0.0,0.0,12.21,0.76,0.0
20050109:1909,0.0,0.0,0.0,0.0,11.76,0.97,0.0
20050109:2009,0.0,0.0,0.0,0.0,10.97,1.38,0.0
20050109:2109,0.0,0.0,0.0,0.0,10.82,1.66,0.0
20050109:2209,0.0,0.0,0.0,0.0,10.69,1.93,0.0
20050109:2309,0.0,0.0,0.0,0.0,10.63,2.21,0.0
20050110:0009,0.0,0.0,0.0,0.0,10.52,2.34,0.0
20050110:0109,0.0,0.0,0.0,0.0,10.45,2.55,0.0
20050110:0209,0.0,0.0,0.0,0.0,10.23,2.69,0.0
20050110:0309,0.0,0.0,0.0,0.0,10.19,2.83,0.0
20050110:0409,0.0,0.0,0.0,0.0,10.1,2.9,0.0
20050110:0509,0.0,0.0,0.0,0.0,10.17,3.1,0.0
20050110:0609,45.0,32.0,0.0,9.3,10.12,3.17,0.0
20050110:0709,167.01,73.0,0.0,18.2,11.16,3.17,0.0
20050110:0809,264.01,110.0,0.0,25.24,13.92,2.9,0.0
20050110:0909,320.01,141.0,0.0,29.75,14.84,2.55,0.0
20050110:1009,418.01,111.0,0.0,31.12,16.82,2.55,0.0
20050110:1109,408.01,107.0,0.0,29.14,17.55,2.55,0.0
20050110:1209,329.01,104.0,0.0,24.12,18.13,2.69,0.0
20050110:1309,168.01,116.0,0.0,16.69,18.24,2.76,0.0
20050110:1409,106.01,50.0,0.0,7.51,17.72,3.31,0.0
20050110:1509,0.0,0.0,0.0,0.0,17.21,4.0,0.0
20050110:1609,0.0,0.0,0.0,0.0,16.74,4.69,0.0
20050110:1709,0.0,0.0,0.0,0.0,16.19,5.24,0.0
20050110:1809,0.0,0.0,0.0,0.0,15.77,5.52,0.0
20050110:1909,0.0,0.0,0.0,0.0,15.16,5.38,0.0
20050110:2009,0.0,0.0,0.0,0.0,14.3,5.52,0.0
20050110:2109,0.0,0.0,0.0,0.0,13.9,5.59,0.0
20050110:2209,0.0,0.0,0.0,0.0,13.54,5.45,0.0
20050110:2309,0.0,0.0,0.0,0.0,13.28,5.59,0.0
20050111:0009,0.0,0.0,0.0,0.0,13.03,5.86,0.0
20050111:0109,0.0,0.0,0.0,0.0,12.91,6.0,0.0
20050111:0209,0.0,0.0,0.0,0.0,12.64,6.0,0.0
20050111:0309,0.0,0.0,0.0,0.0,12.51,5.93,0.0
20050111:0409,0.0,0.0,0.0,0.0,12.3,5.79,0.0
20050111:0509,0.0,0.0,0.0,0.0,11.98,5.66,0.0
20050111:0609,36.0,36.0,0.0,9.34,12.0,5.66,0.0
20050111:0709,151.01,82.0,0.0,18.27,12.42,5.52,0.0
20050111:0809,262.01,111.0,0.0,25.34,14.73,5.31,0.0
20050111:0909,371.01,111.0,0.0,29.88,15.44,4.97,0.0
20050111:1009,346.01,154.0,0.0,31.28,17.11,4.76,0.0
20050111:1109,327.01,155.0,0.0,29.31,17.55,4.28,0.0
20050111:1209,293.01,126.0,0.0,24.3,17.68,3.17,0.0
20050111:1309,169.01,116.0,0.0,16.86,17.75,1.86,0.0
20050111:1409,98.01,54.0,0.0,7.69,16.71,1.86,0.0
20050111:1509,0.0,0.0,0.0,0.0,16.79,2.83,0.0
20050111:1609,0.0,0.0,0.0,0.0,16.22,2.69,0.0
20050111:1709,0.0,0.0,0.0,0.0,14.38,1.93,0.0
20050111:1809,0.0,0.0,0.0,0.0,13.68,1.17,0.0
20050111:1909,0.0,0.0,0.0,0.0,13.53,0.62,0.0
20050111:2009,0.0,0.0,0.0,0.0,12.77,0.41,0.0
20050111:2109,0.0,0.0,0.0,0.0,12.57,0.83,0.0
20050111:2209,0.0,0.0,0.0,0.0,12.26,1.45,0.0
20050111:2309,0.0,0.0,0.0,0.0,12.09,1.72,0.0
20050112:0009,0.0,0.0,0.0,0.0,11.78,1.72,0.0
20050112:0109,0.0,0.0,0.0,0.0,11.63,1.72,0.0
20050112:0209,0.0,0.0,0.0,0.0,11.28,1.66,0.0
20050112:0309,0.0,0.0,0.0,0.0,10.98,1.66,0.0
20050112:0409,0.0,0.0,0.0,0.0,10.79,1.66,0.0
20050112:0509,0.0,0.0,0.0,0.0,10.43,1.72,0.0
20050112:0609,28.0,39.0,0.0,9.4,10.31,1.66,0.0
20050112:0709,124.0,96.0,0.0,18.34,10.81,1.38,0.0
20050112:0809,190.01,150.0,0.0,25.45,13.34,0.9,0.0
20050112:0909,370.01,111.0,0.0,30.01,13.86,0.9,0.0
20050112:1009,379.01,135.0,0.0,31.44,14.62,1.38,0.0
20050112:1109,373.01,128.0,0.0,29.49,14.63,2.07,0.0
20050112:1209,310.01,117.0,0.0,24.48,14.55,2.28,0.0
20050112:1309,217.01,91.0,0.0,17.04,14.58,2.34,0.0
20050112:1409,88.01,60.0,0.0,7.86,14.25,2.14,0.0
20050112:1509,0.0,0.0,0.0,0.0,14.28,2.07,0.0
20050112:1609,0.0,0.0,0.0,0.0,14.18,1.31,0.0
20050112:1709,0.0,0.0,0.0,0.0,12.89,0.69,0.0
20050112:1809,0.0,0.0,0.0,0.0,12.14,0.14,0.0
20050112:1909,0.0,0.0,0.0,0.0,12.05,0.28,0.0
20050112:2009,0.0,0.0,0.0,0.0,11.46,0.62,0.0
20050112:2109,0.0,0.0,0.0,0.0,11.29,0.97,0.0
20050112:2209,0.0,0.0,0.0,0.0,10.81,1.38,0.0
20050112:2309,0.0,0.0,0.0,0.0,10.71,1.66,0.0
20050113:0009,0.0,0.0,0.0,0.0,10.66,1.59,0.0
20050113:0109,0.0,0.0,0.0,0.0,10.51,1.45,0.0
20050113:0209,0.0,0.0,0.0,0.0,10.23,1.31,0.0
20050113:0309,0.0,0.0,0.0,0.0,10.18,1.31,0.0
20050113:0409,0.0,0.0,0.0,0.0,10.19,1.31,0.0
20050113:0509,0.0,0.0,0.0,0.0,10.08,1.31,0.0
20050113:0609,27.0,40.0,0.0,9.46,10.22,0.0,0.0
20050113:0709,138.01,88.0,0.0,18.43,10.86,0.0,0.0
20050113:0809,192.01,149.0,0.0,25.56,13.16,0.41,0.0
20050113:0909,353.01,121.0,0.0,30.16,13.42,0.83,0.0
20050113:1009,330.01,163.0,0.0,31.61,14.4,1.24,0.0
20050113:1109,259.01,192.0,0.0,29.67,14.52,2.14,0.0
20050113:1209,276.01,137.0,0.0,24.67,14.44,2.83,0.0
20050113:1309,172.01,116.0,0.0,17.23,14.57,2.97,0.0
20050113:1409,65.0,72.0,0.0,8.04,14.21,2.62,0.0
20050113:1509,0.0,0.0,0.0,0.0,14.17,2.28,0.0
20050113:1609,0.0,0.0,0.0,0.0,13.98,1.45,0.0
20050113:1709,0.0,0.0,0.0,0.0,12.73,1.17,0.0
20050113:1809,0.0,0.0,0.0,0.0,12.26,1.03,0.0
20050113:1909,0.0,0.0,0.0,0.0,12.22,0.9,0.0
20050113:2009,0.0,0.0,0.0,0.0,11.63,0.62,0.0
20050113:2109,0.0,0.0,0.0,0.0,11.29,0.69,0.0
20050113:2209,0.0,0.0,0.0,0.0,10.98,0.9,0.0
20050113:2309,0.0,0.0,0.0,0.0,10.87,0.9,0.0
20050114:0009,0.0,0.0,0.0,0.0,10.75,1.1,0.0
20050114:0109,0.0,0.0,0.0,0.0,10.57,1.52,0.0
20050114:0209,0.0,0.0,0.0,0.0,10.37,2.0,0.0
20050114:0309,0.0,0.0,0.0,0.0,10.32,2.34,0.0
20050114:0409,0.0,0.0,0.0,0.0,10.27,2.21,0.0
20050114:0509,0.0,0.0,0.0,0.0,10.08,2.07,0.0
20050114:0609,0.0,19.0,0.0,9.52,10.18,2.14,0.0
20050114:0709,0.0,56.0,0.0,18.52,10.47,2.28,0.0
20050114:0809,6.0,155.0,0.0,25.68,11.64,2.28,0.0
20050114:0909,0.0,66.0,0.0,30.31,11.98,2.28,0.0
20050114:1009,16.0,231.0,0.0,31.78,13.24,2.34,0.0
20050114:1109,0.0,102.0,0.0,29.86,13.46,1.66,0.0
20050114:1209,0.0,69.0,0.0,24.86,13.65,1.24,0.0
20050114:1309,0.0,64.0,0.0,17.42,13.81,0.97,0.0
20050114:1409,56.0,77.0,0.0,8.22,13.65,0.9,0.0
20050114:1509,0.0,0.0,0.0,0.0,12.5,2.14,0.0
20050114:1609,0.0,0.0,0.0,0.0,12.48,3.17,0.0
20050114:1709,0.0,0.0,0.0,0.0,12.38,3.45,0.0
20050114:1809,0.0,0.0,0.0,0.0,12.24,3.17,0.0
20050114:1909,0.0,0.0,0.0,0.0,12.03,3.38,0.0
20050114:2009,0.0,0.0,0.0,0.0,11.53,4.07,0.0
20050114:2109,0.0,0.0,0.0,0.0,11.42,4.48,0.0
20050114:2209,0.0,0.0,0.0,0.0,12.26,4.21,0.0
20050114:2309,0.0,0.0,0.0,0.0,12.3,4.21,0.0
20050115:0009,0.0,0.0,0.0,0.0,12.16,4.14,0.0
20050115:0109,0.0,0.0,0.0,0.0,11.82,4.41,0.0
20050115:0209,0.0,0.0,0.0,0.0,11.76,4.76,0.0
20050115:0309,0.0,0.0,0.0,0.0,11.68,5.03,0.0
20050115:0409,0.0,0.0,0.0,0.0,11.65,5.1,0.0
20050115:0509,0.0,0.0,0.0,0.0,11.55,5.17,0.0
20050115:0609,0.0,7.0,0.0,9.59,11.26,5.1,0.0
20050115:0709,0.0,27.0,0.0,18.62,11.11,4.83,0.0
20050115:0809,0.0,39.0,0.0,25.81,11.78,4.48,0.0
20050115:0909,0.0,43.0,0.0,30.46,11.5,3.93,0.0
20050115:1009,0.0,57.0,0.0,31.96,11.89,3.45,0.0
20050115:1109,0.0,101.0,0.0,30.06,11.74,3.72,0.0
20050115:1209,0.0,42.0,0.0,25.06,11.56,4.28,0.0
20050115:1309,0.0,30.0,0.0,17.61,11.45,4.69,0.0
20050115:1409,7.0,76.0,0.0,8.41,11.02,5.1,0.0
20050115:1509,0.0,0.0,0.0,0.0,10.9,5.17,0.0
20050115:1609,0.0,0.0,0.0,0.0,10.9,5.03,0.0
20050115:1709,0.0,0.0,0.0,0.0,10.62,5.03,0.0
20050115:1809,0.0,0.0,0.0,0.0,10.57,5.17,0.0
20050115:1909,0.0,0.0,0.0,0.0,10.42,5.38,0.0
20050115:2009,0.0,0.0,0.0,0.0,10.12,5.52,0.0
20050115:2109,0.0,0.0,0.0,0.0,10.07,5.52,0.0
20050115:2209,0.0,0.0,0.0,0.0,9.97,4.97,0.0
20050115:2309,0.0,0.0,0.0,0.0,9.78,4.55,0.0
20050116:0009,0.0,0.0,0.0,0.0,9.61,4.21,0.0
20050116:0109,0.0,0.0,0.0,0.0,9.66,4.0,0.0
20050116:0209,0.0,0.0,0.0,0.0,9.81,3.86,0.0
20050116:0309,0.0,0.0,0.0,0.0,9.84,2.62,0.0
20050116:0409,0.0,0.0,0.0,0.0,9.88,1.03,0.0
20050116:0509,0.0,0.0,0.0,0.0,9.79,4.07,0.0
20050116:0609,1.0,32.0,0.0,9.67,9.82,6.69,0.0
20050116:0709,0.0,21.0,0.0,18.72,9.95,7.52,0.0
20050116:0809,0.0,34.0,0.0,25.94,10.87,7.79,0.0
20050116:0909,0.0,43.0,0.0,30.63,11.2,6.9,0.0
20050116:1009,0.0,47.0,0.0,32.15,10.7,7.31,0.0
20050116:1109,0.0,52.0,0.0,30.26,11.06,7.93,0.0
20050116:1209,0.0,60.0,0.0,25.26,10.91,8.0,0.0
20050116:1309,0.0,41.0,0.0,17.81,11.13,8.34,0.0
20050116:1409,0.0,31.0,0.0,8.6,10.9,8.21,0.0
20050116:1509,0.0,0.0,0.0,-1.81,11.12,8.48,0.0
20050116:1609,0.0,0.0,0.0,0.0,11.12,8.28,0.0
20050116:1709,0.0,0.0,0.0,0.0,11.51,8.62,0.0
20050116:1809,0.0,0.0,0.0,0.0,11.35,9.38,0.0
20050116:1909,0.0,0.0,0.0,0.0,11.51,9.52,0.0
20050116:2009,0.0,0.0,0.0,0.0,11.52,9.1,0.0
20050116:2109,0.0,0.0,0.0,0.0,11.73,8.69,0.0
20050116:2209,0.0,0.0,0.0,0.0,11.29,9.31,0.0
20050116:2309,0.0,0.0,0.0,0.0,11.7,8.48,0.0
20050117:0009,0.0,0.0,0.0,0.0,11.4,7.52,0.0
20050117:0109,0.0,0.0,0.0,0.0,11.09,6.9,0.0
20050117:0209,0.0,0.0,0.0,0.0,10.58,6.97,0.0
20050117:0309,0.0,0.0,0.0,0.0,10.46,6.48,0.0
20050117:0409,0.0,0.0,0.0,0.0,10.31,4.9,0.0
20050117:0509,0.0,0.0,0.0,0.0,10.22,3.66,0.0
20050117:0609,0.0,7.0,0.0,9.76,10.18,2.48,0.0
20050117:0709,0.0,46.0,0.0,18.83,9.97,2.14,0.0
20050117:0809,0.0,45.0,0.0,26.08,10.13,2.69,0.0
20050117:0909,0.0,48.0,0.0,30.8,10.11,3.86,0.0
20050117:1009,0.0,55.0,0.0,32.35,9.25,4.69,0.0
20050117:1109,0.0,61.0,0.0,30.47,8.81,4.97,0.0
